name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
"(Anesthesia) – Pulling Teeth (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,9,5YZ0h4r9exKw50v6rzVwvZ,spotify:track:5YZ0h4r9exKw50v6rzVwvZ,0.951,0.3,0.735,0.95,0.209,-8.133,0.0635,105.462,0.588,14,192013,47
"Whiplash (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,10,5A5b8yWpeR9W89d9eGLLek,spotify:track:5A5b8yWpeR9W89d9eGLLek,0.00247,0.157,0.994,0.605,0.946,-5.818,0.206,171.468,0.0676,12,248708,47
"Seek & Destroy (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,11,2TBi9kCzlIQNEsed36GipV,spotify:track:2TBi9kCzlIQNEsed36GipV,0.111,0.338,0.978,0.307,0.8,-6.096,0.288,149.509,0.271,14,441867,47
"Metal Militia (Live at Espace Balard, Paris, France – February 9th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,12,696lugNddHzXUBAZct4Sll,spotify:track:696lugNddHzXUBAZct4Sll,0.0104,0.179,0.994,0.232,0.684,-5.723,0.345,186.609,0.0779,12,469168,47
Motorbreath (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,1,52ImeVS5kQGfzHfGvCvKdp,spotify:track:52ImeVS5kQGfzHfGvCvKdp,0.000306,0.275,0.931,0.0309,0.0706,-6.349,0.167,171.751,0.424,14,193520,47
Hit The Lights (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,2,306JKtpqBusaSZv9RgKcaT,spotify:track:306JKtpqBusaSZv9RgKcaT,3.77e-05,0.278,0.959,0.207,0.254,-6.354,0.189,160.299,0.23,14,261546,47
(Anesthesia) – Pulling Teeth (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,3,0KIkfZghiSp7l2Nfwz3zGN,spotify:track:0KIkfZghiSp7l2Nfwz3zGN,0.00262,0.0865,0.952,0.846,0.288,-7.012,0.194,194.295,0.281,13,268623,47
Seek & Destroy (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,4,36uWGkkoDh7Bx0CaBxCJ8S,spotify:track:36uWGkkoDh7Bx0CaBxCJ8S,0.000813,0.416,0.897,0.138,0.0965,-7.446,0.133,140.393,0.454,20,416531,47
Phantom Lord (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,5,1bQdI9DsAyRoETENnloUfu,spotify:track:1bQdI9DsAyRoETENnloUfu,0.000503,0.209,0.959,0.0925,0.147,-7.589,0.364,155.976,0.0702,12,304256,47
Whiplash (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,6,2qquLBzn2K0XVW1bXGUrKC,spotify:track:2qquLBzn2K0XVW1bXGUrKC,0.000122,0.385,0.955,0.472,0.0589,-7.087,0.138,157.861,0.166,14,255154,47
The Four Horsemen (Rough Mix),Kill 'Em All (Deluxe Remaster),1983-07-25,7,2VbUmqvB71PIRGbYBM4L8x,spotify:track:2VbUmqvB71PIRGbYBM4L8x,0.248,0.329,0.672,0.874,0.332,-14.365,0.0731,102.636,0.486,11,432377,47
Seek & Destroy (“Not Live” From The Automatt),Kill 'Em All (Deluxe Remaster),1983-07-25,8,1o6kuN7DQYhRYIDHw1ndR3,spotify:track:1o6kuN7DQYhRYIDHw1ndR3,0.00152,0.397,0.955,0.362,0.14,-7.016,0.0605,140.548,0.44,12,419934,47
Phantom Lord (“Not Live” From The Automatt),Kill 'Em All (Deluxe Remaster),1983-07-25,9,1x9t1BgXLeqZfgulmIFqYZ,spotify:track:1x9t1BgXLeqZfgulmIFqYZ,0.00043,0.193,0.975,0.06,0.0368,-7.342,0.0838,160.556,0.0887,10,289541,47
Whiplash (Remastered) (Special Neckbrace Remix),Kill 'Em All (Deluxe Remaster),1983-07-25,10,5ZfkaNTcZgraTmHEszQZOq,spotify:track:5ZfkaNTcZgraTmHEszQZOq,1.91e-05,0.323,0.937,0.879,0.184,-7.265,0.107,156.963,0.41,16,250631,47
Seek & Destroy (“Live” At The Automatt),Kill 'Em All (Deluxe Remaster),1983-07-25,11,7FVQsitrDmuFHmzjNLYLKw,spotify:track:7FVQsitrDmuFHmzjNLYLKw,0.00542,0.394,0.92,0.588,0.884,-6.3,0.0545,139.53,0.647,12,423002,47
Phantom Lord (“Live” At The Automatt),Kill 'Em All (Deluxe Remaster),1983-07-25,12,47jnei1oGbhIoW8q7t6P7x,spotify:track:47jnei1oGbhIoW8q7t6P7x,0.000627,0.293,0.977,0.708,0.904,-5.255,0.0969,79.075,0.322,9,293982,47
"The Four Horsemen (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,1,4kG1ykbUTdx6TeAA6G3HxE,spotify:track:4kG1ykbUTdx6TeAA6G3HxE,0.000541,0.249,0.906,0.17,0.643,-8.761,0.0934,104.565,0.299,9,346079,47
"Jump In The Fire (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,2,6CCKh4PyRYhp3damUZOs1b,spotify:track:6CCKh4PyRYhp3damUZOs1b,0.0025,0.292,0.87,0.0547,0.386,-9.197,0.0827,94.358,0.328,9,313947,47
"Fight Fire With Fire (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,3,4gcn3yEzFIH0jebcOYcV5E,spotify:track:4gcn3yEzFIH0jebcOYcV5E,0.000986,0.162,0.902,0.43,0.685,-9.811,0.17,170.592,0.0876,9,332399,47
"Ride The Lightning (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,4,0oe5jYFVKSEadgioE9ruWn,spotify:track:0oe5jYFVKSEadgioE9ruWn,0.00394,0.224,0.853,0.0948,0.711,-8.984,0.0971,151.254,0.336,9,433645,47
"Phantom Lord (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,5,0YSd8SbjxO44RCj3LHvXJY,spotify:track:0YSd8SbjxO44RCj3LHvXJY,0.00181,0.214,0.883,0.492,0.734,-9.255,0.121,160.646,0.206,8,321196,47
"Seek & Destroy (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,6,22uGwBUggUYDgORTvC6zlD,spotify:track:22uGwBUggUYDgORTvC6zlD,0.0305,0.328,0.835,0.11,0.704,-8.972,0.0732,151.069,0.607,9,467814,47
"Whiplash (Live at J Bees Rock III, Middletown, NY – January 20th, 1984)",Kill 'Em All (Deluxe Remaster),1983-07-25,7,4JQnMFABQDGaSZLh1633YT,spotify:track:4JQnMFABQDGaSZLh1633YT,0.0047,0.192,0.836,0.173,0.333,-10.485,0.0925,164.133,0.105,11,395467,47
"Hit The Lights (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,1,12dEfb1SW8GVYMihwoJpmT,spotify:track:12dEfb1SW8GVYMihwoJpmT,3.35e-05,0.219,0.99,0.662,0.671,-6.853,0.138,155.382,0.101,9,265394,47
"The Four Horsemen (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,2,0PbCgqBNKbl9SenZNTYZoy,spotify:track:0PbCgqBNKbl9SenZNTYZoy,0.00371,0.11,0.995,0.535,0.989,-5.19,0.14,206.012,0.0391,10,449133,47
"Jump In The Fire (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,3,1KmK3DlsE0OpfCM5EhU6rx,spotify:track:1KmK3DlsE0OpfCM5EhU6rx,0.00723,0.147,0.992,0.245,0.782,-6.083,0.268,184.058,0.0744,8,299685,47
"Fight Fire With Fire (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,4,4ttbsqpCmDODcRocRbor2e,spotify:track:4ttbsqpCmDODcRocRbor2e,0.00251,0.191,0.99,0.746,0.976,-6.589,0.32,161.965,0.0348,9,336042,47
"Ride The Lightning (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,5,6nYeuKxgiKgEbW30eTr7aI,spotify:track:6nYeuKxgiKgEbW30eTr7aI,0.0154,0.223,0.979,0.22,0.976,-6.238,0.297,142.655,0.054,16,474544,47
"Phantom Lord (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,6,4ybr4SxxR3gN9O5y9hWSt4,spotify:track:4ybr4SxxR3gN9O5y9hWSt4,0.00128,0.159,0.994,0.587,0.961,-6.238,0.26,154.894,0.0384,17,334507,47
"When Hell Freezes Over (The Call of Ktulu) (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,7,0DKVSRcl7rNqxZxk3DYGU6,spotify:track:0DKVSRcl7rNqxZxk3DYGU6,0.0341,0.246,0.945,0.744,0.983,-6.742,0.107,143.039,0.178,12,549972,47
"Seek & Destroy (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,8,44UrnIpdXghCDU8xQAQJWC,spotify:track:44UrnIpdXghCDU8xQAQJWC,0.00924,0.298,0.985,0.241,0.913,-5.342,0.178,141.125,0.15,9,442035,47
"(Anesthesia) – Pulling Teeth (Live at The Keystone, Palo Alto, CA – October 31st, 1983)",Kill 'Em All (Deluxe Remaster),1983-07-25,9,31ff2s4BUKVx0i0EKHM2Gc,spotify:track:31ff2s4BUKVx0i0EKHM2Gc,0.689,0.22,0.877,0.84,0.868,-7.49,0.06,101.343,0.55,13,154795,47
